Name,Count
CHAFEE,271
BEISHLINE,215
SELLWOOD,125
ROSHAU,152
HUDRLIK,101
SUCHAK,106
HELLING,975
KARIM,5729
VIGOA,218
AFIF,166
VARBLE,717
SCEPANIAK,134
SCHOUEST,463
BASIT,324
CAWRSE,182
MATSUNAGA,819
HUIHUI,215
MUSI,169
ROKEY,189
HOTTELL,237
ONION,286
DIRKSON,145
BERKOVITS,280
CHORA,296
GUGLIELMO,2078
ROLKE,123
LAZORE,326
YOMMER,157
HAGL,133
HAACKER,142
SLAVINSKY,281
KOAH,120
MUHSEN,158
MORTHLAND,219
PANCAKE,1010
THACKREY,212
BAXTER,49033
WAWRZYNSKI,207
IVKOVICH,159
BASOM,366
EMENS,460
RASHFORD,215
DEVORE,11445
ILLES,470
NOBLEZA,210
LAUDENBACH,408
PETITO,795
WHEATCRAFT,407
HOLLOWAY,58040
GEUDER,183
GIANELLA,141
HACHE,379
MCNEVIN,437
BINSWANGER,108
ROUSSEVE,168
BOEVER,285
DELLABELLA,152
TIRCUIT,267
DEIHL,840
LIDDIARD,517
RUMMELL,755
BOYDEN,2307
MILOVICH,320
NEWER,113
TRUMM,355
SMALES,215
SHALLENBERGER,402
HOFFMEISTER,1431
BOWLAN,342
CARBALLOSA,215
PAPPADAKIS,103
DAWDY,845
DORIS,1817
PETKOVIC,296
HOYNOSKI,109
YUTUC,160
SENEKER,201
KJELDGAARD,221
ZOLETA,199
RATTE,336
DEJOURNETTE,158
KUMAMOTO,173
DECK,5668
BURLEW,1312
STERANKO,138
MAALOUF,626
SOESBE,185
MALAVIYA,108
ROTHERY,384
FLESKES,119
FELICIEN,166
OPRIS,142
FRONCZEK,302
CHAC,215
BAYUS,429
HAFF,1138
CRINGAN,113
AGAMA,195
BENETIZ,118
HIRALDO,970
CARCO,122
SANTAGO,233
TOUREK,114
STANBERY,668
RAGANS,280
BATTISTO,176
BULMER,1104
POLKA,637
HARDEL,237
MARCAL,218
RATSCH,166
RISBY,431
MCCONNEY,161
HAGENOW,390
FINDEIS,114
SKLOSS,136
LOUP,383
GRAWE,548
HAKANSON,669
GOLLIHUE,353
TELESCA,320
BAWI,138
TACHA,122
PELNAR,216
MULRONEY,362
MCKEIVER,224
LARNEY,457
STRUZINSKI,128
SERGIO,822
TEEGARDEN,2215
TEBBETTS,399
MATUK,181
MCGILLICUDDY,1086
GOKOOL,171
DEPP,808
CASTERA,101
SEBOK,356
DIFABRIZIO,139
DEMETRY,111
KINTIGH,334
RABENSTEIN,175
HEYBOER,586
SHENOY,1152
KARIUS,177
KENSKI,120
TAMBLIN,141
CANNONE,617
WERO,104
ECKLOFF,232
KLOUDA,381
CORNELLA,309
TORGERSON,4923
GILB,437
MIESZALA,114
MCNEELY,11350
SMAJLOVIC,359
DEY,4127
HUNCKLER,147
KIERSTEAD,939
SOLLBERGER,266
DOWNY,162
SMELKER,229
DETMERS,223
MAZZILLI,427
PAGEL,5043
MUJAGIC,167
WENING,123
ROSENWINKEL,354
SKOGSBERG,188
BICKERS,1530
LANGIN,256
VEA,1123
SPRUILL,7683
INSLEE,218
HICKOX,2145
MILINOVICH,133
GAUWITZ,149
ROCKWOOD,2877
STUTLER,1970
CHAVEZALVAREZ,102
BASTO,585
FRECK,378
LEIER,689
GENESE,100
DEMATTIO,149
FAVERS,100
JANISCH,1233
GUEVREMONT,156
BAMMEL,216
COLECCHIA,125
HAASL,240
FILL,550
KAPITAN,389
BIALEK,1120
VARNEY,8502
ZIONS,101
LAUBY,324
SZALKOWSKI,449
SONA,274
GOLDSHTEYN,229
HONTS,294
PRIMES,362
LOTARSKI,117
DEJEU,150
SOLIVA,117
GAMBONE,672
BIEDRON,390
CRATER,1605
HACKET,137
KEROACK,125
SYVERTSEN,360
MIFTARI,157
DUNKEN,153
RUGGIO,224
CRISTANCHO,258
COGHLIN,137
SOOS,976
BERNAT,1522
PERRITANO,123
KORIN,407
KUHNHENN,155
HOMERE,125
REDWAY,325
CARBARY,467
CULBERSON,3415
GATLIFF,470
PREUITT,130
HALABURDA,117
GRENARD,145
DUMOULIN,540
BASORE,612
MELNIK,1689
THOMISON,748
PURSELL,2608
BLANKMAN,362
HASLEM,558
SHASTRY,210
KNITTER,756
VIKTORA,229
HAZ,122
TILLI,199
MCQUISTON,2329
GRESKOWIAK,108
BRONNER,2394
FORESTER,5037
HYSELL,1813
ENCINA,445
DEEM,3258
BISCONTI,196
MOFFO,261
MELGAR,9106
GOLLING,187
PARIN,157
TRYTHALL,280
MAGLALANG,362
WEIDMANN,324
KANTORSKI,172
HERDON,392
VEZZETTI,170
CIKO,118
KOMPARE,164
LENSON,148
MIDDLEKAUFF,423
HARPE,1727
SMITHWICK,1791
BRUFFEY,230
NUSRAT,117
VEASLEY,1290
TOLLEY,5726
AREIZAGA,275
MINSKY,690
VANBOGART,101
LANZON,195
FELLOWES,140
FEGGANS,205
STAV,103
GALINSKI,486
MAGNESS,3036
JASCH,146
MORTON,59213
SCHUNKE,315
NOVEMBRE,294
LAMORA,530
ASAO,127
JANUARIO,182
LASINSKI,201
LUNA,104518
MILAN,6268
STATEMA,204
RICKERTSEN,257
PAIT,958
KUCHARSKI,2487
FAWKS,232
BERENDES,307
COLARTE,108
BARTELLI,222
URBANUS,115
TECK,217
DANDO,606
ZWALLY,160
NORELL,547
HAMUD,116
MEMBRERE,142
SCHALE,110
KULAKEVICH,124
MATIKA,168
DEKREY,149
BLAUL,143
LENDWAY,207
BACKHUS,313
DUSCHER,163
DEPABLO,145
SUITOR,478
DRUMMER,2143
NOTEWARE,152
CORINA,135
MASSICOT,169
PACHMAN,125
PILETTE,124
FABRIGAS,100
TEBAULT,101
LEBEL,2516
KRISCH,373
FALSETTA,279
BURDEN,13028
BAGRI,190
HANBY,906
ALSULTAN,110
HINAJOSA,106
BOYNE,862
WOODWARD,36764
IADONISI,129
LOPEC,121
DEVERICKS,282
TAMURA,2040
PAJARI,144
EMMENDORFER,387
MINCHEFF,100
ROSEBUD,208
CHROBAK,578
AWONG,197
DREER,125
CORON,222
SCHNITZLER,1200
MCCRARY,12204
WILCZEWSKI,608
BELLONE,599
HUEBLER,189
MARCHISOTTO,110
LARRETA,106
GNADE,268
VERMES,116
CHEFFER,180
SARLEY,251
NESSAN,108
VOLMAR,388
SIDDIQUE,1306
HARRITY,747
KUECHLER,422
SMUSZ,113
FAREN,126
BRUMBLE,294
HORNER,23881
STRIEBEL,164
DENNERLINE,100
WOHLGEMUTH,1347
RAMIREZAGUILAR,170
SHAMON,496
LAGE,2026
SCHATZLE,321
FENELUS,496
SENAPATI,109
WYMA,306
SZWEC,191
MARIAPPAN,103
BONADUCE,162
GILLULY,134
MCKASKLE,318
BISAILLON,434
KROENER,363
HAGEN,23616
RAMERT,149
GROTHEER,324
THERRIAULT,919
WIESBROCK,153
STEGER,5231
PLEMONS,2123
HERNADES,336
MAGELSSEN,127
NAHABEDIAN,232
FALER,589
FORNELL,191
EARTH,135
SENGSAVANG,145
EPLETT,121
SACCOMANO,141
RAMSAHAI,192
MAROULIS,330
DONATTO,273
SYNOWIEC,224
ZWACK,487
DADE,2364
RUIZRIVERA,119
SCHLIESMAN,275
ODOHERTY,853
RUED,168
LAWALIN,127
HATZ,319
TELECKY,220
LATIMORE,2605
PEREZRAMOS,308
VILLARROEL,1136
RUFFLEY,128
MOORBY,118
CEJKA,548
GRAFFT,228
MITCHELLE,613
WHIPPO,341
MARSILIO,345
LABRY,212
THALHEIMER,392
SHERF,102
ECKHOUT,216
LAUDERMILT,180
BILLERBECK,221
VITRO,294
RETTEW,375
KELLERHOUSE,157
CHEEVER,2217
LUISE,204
ARTH,708
GROMKO,164
PELIKAN,483
FASCE,178
CZARNIECKI,298
CENKO,102
STAMANT,1198
CUNDALL,340
CUELLAR,22324
PLECKI,113
MESSMAN,714
SRINATH,169
LAZORIK,137
ZECHES,154
COUSETTE,108
FRILOUX,325
ELLERMAN,959
OETTLE,118
KAETHER,105
POPOWITZ,192
CHILINSKI,164
SHEETS,21384
WAYT,811
CLOWERS,2557
BURCKHARDT,429
FERNEDING,202
REASON,2522
TIAGO,142
CELIUS,227
TEVEPAUGH,237
MARLETT,946
RUFRANO,238
KOMOSINSKI,225
SAUFLEY,253
WARTES,103
SMOLEY,331
SAMBOU,122
GILLIG,461
GARCIAVEGA,200
CZAHOR,119
APARICO,110
ORTHWEIN,110
POOR,3303
LIEDKE,254
RIPORTELLA,171
LETT,6385
KISTENMACHER,220
SLAIGHT,341
SALACUP,169
BRELLENTHIN,136
CRISTE,399
LAMAAK,103
LEWARS,223
HALONA,129
NAST,865
TWOMEY,3245
ECHAVEZ,245
GALLEGOS,68373
SCOGGIN,1871
ANTES,1038
PAWELA,119
STASZEL,229
MAVRIDES,100
DOMER,1169
HOURIGAN,1227
FEDERER,711
WALDBAUM,172
GUIJOSA,790
GAINES,43821
SARGEN,105
CAZAREZ,2058
MOAT,572
GOMAZ,202
GILLYARD,645
ARMANDO,560
BRASEL,1624
SAUSEN,206
MATZEL,110
GALLIA,270
PROODIAN,116
WALSTROM,825
SOFIELD,347
NIBLEY,155
WIACEK,465
DESCISCIO,112
OLEAS,145
VALLETTE,334
DALUGA,136
MURELL,120
SAIS,1064
WOODBURN,2651
VIGILIA,122
SKWIRUT,146
HJELMELAND,132
AMR,104
HAZEN,7532
GROARK,322
LAWRASON,132
MERSHIMER,130
LEADFORD,280
KURTZER,274
BODISCH,111
KORSMO,388
SWERSKY,115
FOTINO,112
LANASA,608
SCHILPP,202
MYRIE,1110
FODGE,395
KUSNER,264
KRUSCH,112
LUTU,232
THARAKAN,208
OTTENWALDER,166
JAITEH,273
KRUTH,252
SPADARO,1765
LATZKO,158
CHISZAR,103
SPEERS,1953
DELAMERCED,355
ROBIE,1864
LELEK,132
BRUSKIN,173
CREGGER,667
SANTELLANO,602
TORCASIO,146
MOUNIER,204
PURVIANCE,741
TOWE,2877
AVOLIO,493
BAILER,537
TENAGLIA,925
LEYENDECKER,884
WAGENHEIM,172
SALU,120
SOPP,504
FEE,6453
OLPIN,204
ZAVESKY,237
TENANT,218
YELDA,160
MCKISSOCK,209
MARTAK,111
CANDELARIA,8483
LIRETTE,2044
BOZARD,475
CONKIN,406
AUDERER,104
CALNON,149
QUINET,114
LIEMAN,101
MESSER,20306
KINSLER,2428
WEISENBURGER,779
BUCK,42639
BEIN,691
SPADEA,319
TURAY,1302
MARTINEZMENDOZ,150
LOK,1552
BRAZIE,385
DELANGE,1216
VELDBOOM,161
PATCHELL,692
KORANTENG,249
LOWDER,5449
PAROLA,395
MENGWASSER,214
ROEPKE,1310
SOMERLOTT,123
WELTERS,192
SCHRATZ,240
TENLEY,277
RIVA,1271
GALASSO,2524
BOTHAM,251
DECROSTA,222
PINAIRE,220
HAMMANS,324
LEBLOND,785
SCHORI,120
SOLLE,182
DULLER,134
DEEDS,2864
CHATMON,1863
MCCLEOD,580
GORGE,333
DISTASIO,1041
HEBERLIE,207
SUBHAN,254
LIPPMANN,528
ZICHERMAN,180
ZERGER,306
LETTSOME,306
DANZ,1542
ESCHENBACH,351
JULES,2911
HAIMES,278
DABON,130
WOLLASTON,331
MATULEVICH,122
DHANDA,253
PHILIDOR,107
BELLEMAN,118
COLLEN,577
KOPMAN,296
UNGER,14738
MCCOMMAS,243
BANKE,491
NERVIG,159
WINEY,309
THEILMAN,127
LAUTZENHISER,183
ALHAKIM,200
ANTIN,280
KASSA,1669
MCGARVEY,3945
AVILAMARTINEZ,129
HAUSRATH,182
DICKHAUS,277
KOPATZ,148
MULKEEN,189
DOORES,128
POREMSKI,210
GEMAR,324
BRZOSKA,424
HEIGHTCHEW,126
ABDELLATIF,531
KAUNE,217
RIOUX,2672
SERIAN,108
DOUNIS,103
AGREN,287
MCKERROW,257
NWANERI,156
MEDVIN,135
PICA,1741
ETTEN,361
SCUDERO,152
MCSPEDON,142
PIELMEIER,155
STRAUGHAN,925
HORNBERGER,3368
HANSS,132
RUSCIANO,253
SELF,23595
OSCARSON,650
ABINGTON,227
HESSLINK,112
SHOFFIT,109
FLEISCHMAN,3547
JUHL,2177
TANKERSLY,159
MARBREY,124
DAO,11211
JURI,118
ATCITTY,336
STOWE,10668
GAVIGAN,1138
CLULEY,109
VINCK,146
PAUTSCH,374
RAJSKI,343
GILPEN,135
MCNALL,853
CARACAS,122
RONGEY,365
MONTCALM,246
KUETER,365
ROBERTELLO,137
NOHA,230
JASHINSKY,190
DEKA,276
CHENOT,321
SINTON,348
PANEQUE,272
HIRAI,749
COLIN,8318
PRZYBYLINSKI,261
STOPPEL,391
SFORZA,884
KLEBENOW,112
MAUERMAN,274
JOURNAGAN,141
KOSSAK,250
HAPES,112
AUNG,2175
STIMPFL,102
GAYO,176
MOLLARD,274
JAPHET,264
VASAVADA,147
POVEDA,901
URAN,467
THOENNES,809
WASSNER,188
KHOE,121
BIS,358
HALKA,221
DOSTER,4215
NEWBERY,307
SHERLIN,602
PAMARAN,108
CUZCO,582
GERZ,171
SCHOENAUER,229
DEITZLER,107
EBERTH,218
MCLAREN,5968
TISEO,286
MASLEY,345
CORNELIUSEN,179
MUNSAYAC,192
AUBAIN,146
VANLUVANEE,144
MCCLOY,1648
ALPERT,3243
FLAGEOLLE,155
WAMHOFF,312
BELAN,359
PIMLEY,165
VIND,115
LLERAS,336
GAERTE,208
GYLLENSKOG,100
KURON,127
SLEVA,176
VEE,347
ANAMAN,133
YARZA,113
KOPIETZ,125
VAUGH,423
GOODPASTURE,839
KROMMINGA,254
SAJ,134
ISKHAKOV,388
STOKKA,150
MARKARYAN,197
MCGIVERN,1058
BARNABY,2296
BRANEFF,119
FROLIK,153
LEVIE,640
PRIKRYL,137
DETHERAGE,500
FAUSZ,146
SKILL,137
NOHRA,126
STIEGLITZ,621
AUE,387
SCHUSSMAN,138
BRYANT,192773
ARNOULD,213
GRIMSTAD,356
STOUTMIRE,116
ZIZUMBO,383
SAVANNAH,630
FAURA,151
KLIPSTEIN,271
POLICICCHIO,238
TARN,170
SCOGGINS,8302
SCHRAMSKI,173
SAGENDORPH,129
SILLS,6761
MALDONDO,246
KUHLWEIN,117
MCGAY,103
SUGALSKI,253
KIRSCHT,228
SWAYZE,1911
BORG,4843
TANEN,155
BARBEAU,1971
HOCKEMA,187
DABLE,159
DEVUYST,205
EYTH,170
DEMONTIGNY,386
CALLEGARI,662
DZIUBINSKI,164
MCSHARRY,341
THACKERAY,758
BIRKO,102
NANNINGA,422
GODES,167
WINEBRENNER,1756
COMMO,165
DAUSMAN,307
GEARTY,289
DELAHOUSSAYE,1635
FINAN,2276
FEJEDELEM,103
GALLES,1353
SKEA,168
ZAHOOR,163
GEISELHART,241
PARAG,174
FLANEGAN,152
TORBIK,112
FULLEM,276
WISKERCHEN,146
LOIGNON,137
ARIMA,307
GEWIRTZ,570
CZYSZ,228
CHEAIRS,435
RAIGOZA,711
STRAZZULLA,147
STAEBLER,443
BERNAS,678
KLAUSEN,221
MINTZER,788
GLOR,338
KYMER,107
EPPLING,121
MAGNON,265
ISTRE,1841
HULSEY,9317
LENGE,119
ZELINGER,197
OKESON,540
ABECASSIS,167
JARCIA,113
TIARKS,220
BOTTERON,195
SAUVEY,109
BRAFF,286
QUICKBEAR,117
GOEDDEL,156
KRZNARICH,161
BROKKE,180
GALVES,466
MARCHESANI,610
SURANI,277
GERLAK,110
BODZIN,113
BUHRMANN,178
BAUSERMAN,688
KOURI,775
GAMM,623
DINAN,1642
COYAZO,250
SCHMALZRIED,360
FRETTY,196
BOGNOT,177
GILHULY,199
SARAVO,104
QUINER,122
MARAVILLAS,364
ZAWACKI,1909
STOHLMAN,297
SORRENTI,373
WELLIN,139
TYNER,6819
CRONENWETT,261
ALBEN,157
BRUNSVOLD,387
SCELSI,256
SMUTZER,132
WEBLEY,683
TOPPE,168
LEHMKUHLER,154
LIN,79508
DEBELLA,433
ALIP,105
SULCER,354
GAHMAN,222
CASERIO,123
KAIDEN,154
PRUCHNICKI,232
DIRAMIO,123
VEIT,2481
HELMSTETTER,741
BOBLITT,283
MORIYAMA,351
LEIMAN,339
CATANA,330
GELE,127
DAMELIO,1168
DEYLE,182
KRAMBECK,261
QUIBELL,254
HEMMINGER,1567
BRUE,887
HONRADO,152
SIUDZINSKI,177
JOHANNESON,129
INGLETT,612
ENEA,634
ABDULHAMID,155
GRACANIN,121
MUCHNICK,346
HATORI,109
SIETSMA,141
PALMORE,3271
LEIPZIG,299
VILLALON,2522
HAMBRIGHT,1706
OKOROAFOR,128
DREWRY,2086
MOEHN,246
WAYCHOFF,383
WOELLHOF,111
TISCHNER,352
RAGSAC,132
CHEESMAN,2008
BURKETT,19369
RODARTE,8860
HIGGINBOTHAN,130
KROMHOUT,103
KRAGNESS,320
KALENDA,129
GRACA,629
ALKHATIB,813
ASAI,408
SHIFFLER,454
WIEGING,106
SACCOCCIO,459
SCHALES,189
WIERING,110
HEDENBERG,190
MOXON,427
WISENBAUGH,199
HUMBOLT,103
KMIOTEK,267
MARSZALEK,958
TCHIDA,159
DENARDO,1276
LEMINGS,183
KALAYDJIAN,167
BUSSY,140
LENCHNER,157
SOLNER,102
KLENK,1079
TOPCHYAN,126
BRENCKLE,161
GALAYDA,292
DEFELICE,3848
HASEMAN,370
MCNATT,2807
ROSTAMIAN,101
ARELLANO,50104
STAHLER,1057
HARRYMAN,956
RUTAR,158
LEISTNER,467
BUHER,115
BARNICA,110
TAFF,1987
PIASTA,117
BROUMLEY,129
BOTTJEN,154
ORIZABA,294
DIBRELL,344
NASSAN,143
ARITA,1673
KRUZICH,214
VILLATA,162
MALIGAYA,143
KELLEBREW,100
BARDROFF,118
JALETTE,137
LAMUG,169
SASAMOTO,109
OFFENBACH,111
HAYAG,144
KAHRE,472
LINDORFF,168
PASKETT,529
SHUAIB,281
BUSTO,779
VOTAW,1730
HENSCH,427
BRUNST,184
TOMARAS,262
BISARRA,141
PINZ,141
KINIKINI,211
MCGAULEY,610
SELVAM,172
WATABE,148
KUSKE,561
FANKELL,127
DISARIO,235
ZITTING,521
SHALASH,356
BAUMHOVER,352
SLADE,12599
GARITY,460
LEWI,240
HEKMAN,227
LEONRAMIREZ,121
MCBRYAR,448
VANORMER,251
LUSBY,2096
MACERA,521
TUTAK,244
EGWU,123
LANDGRAF,1659
SCHULTEIS,306
TRUTE,121
SCHMALZ,2151
BLESER,330
GOOD,35446
PURNELL,8441
HAYE,1558
BLACKETER,852
MEDDAUGH,597
GAIENNIE,119
KIEHNAU,138
CUTKOMP,180
BOBEL,248
BLATCHFORD,1023
WEBERMAN,244
MOEHLMAN,312
SIMKO,2145
AVAKIAN,1243
YOXTHEIMER,144
NASRALLAH,474
SAWA,719
SERAMUR,112
NASSR,119
CARAMANICA,295
PARKIN,4022
LICCIARDI,601
LADIG,259
LEESTMA,222
TAMIR,326
TURRUBIATE,185
KOTWICKI,176
HUDSON,134963
COMBO,180
GREENAWAY,1135
DINARDO,3359
SANIC,142
DOUP,315
SCHWARZBAUER,111
EMBREE,2338
SEMMENS,451
MICIOTTO,127
MAYLOR,240
DMITRIYEV,123
OSTROM,3485
RAUSO,183
VARIAN,712
PILLEY,373
ZOTTA,128
SLAVENS,1623
ANTONS,151
VERHALEN,275
DEBLASI,375
NANNEMAN,130
FILIPEK,818
URDAHL,319
VAIR,215
FAIRWELL,135
BRION,1073
RODEFFER,464
JESSEMAN,162
HESTER,35642
STENSEN,109
EASTWOOD,5247
BERBERET,120
DOLEH,187
CANADA,9819
LAVERACK,136
DICK,20923
MULLA,592
DIEDIKER,132
MANNLEIN,124
KARKOSKI,113
YOU,5234
BERGQUIST,3912
ARNHART,228
FILSAIME,1571
GIOVANNETTI,606
ORENA,120
MILAVEC,252
LIDE,631
SUSKEY,101
SINIBALDI,399
ACOSTAPEREZ,112
ZEGER,431
BONOAN,292
TREFFERT,116
FYDA,109
KELMAN,1030
SCHAMENS,124
SCHISEL,308
DUCLO,117
SALCEDO,18387
SCHACKOW,127
WILDGRUBE,110
NAB,182
GREUFE,110
JEANFREAU,277
NEUER,261
PICKUS,300
MORGANTI,1078
HUDGEN,161
VENET,195
KUBISCH,155
GRAPHMAN,106
NIEMCZYK,929
BORNELUS,106
BUSHUR,210
ROUGEAU,804
HYRE,1056
CAPONEGRO,149
ZALOUDEK,287
MATHYS,638
REALI,610
CAMPANELLA,2964
STVICTOR,304
JIWANI,772
PIAZZA,8372
ANCIRA,894
AMIN,11137
PAJELA,128
MOSCONE,356
ASTHANA,261
CHATTMAN,384
KOCHES,175
BIRNBAUM,3211
AHLGREN,1090
VILCHE,112
MINTAH,163
DEMAGGIO,296
BLANFORD,1675
PUENT,267
SNIPES,8428
HYKES,578
FRICK,9597
GALBRETH,316
CIMENT,166
REIERSON,881
SAGGIO,360
BIELMAN,126
MANGIS,257
WIGGINS,50247
GERRING,320
FOUGEROUSSE,291
DUFRANE,535
LAMARR,1239
BELDOCK,132
GREENACRE,180
DEDOES,111
HANAWALT,650
EFRON,338
SCHLACTER,180
SALVAGE,421
COLMEN,134
WINBLAD,143
AUGHTRY,235
TEHUITZIL,128
BISSO,264
SKOLNIK,837
HECK,13995
COXEN,387
SISNEROS,4661
JASMAN,350
PARNES,801
SHEARING,222
TOPAL,208
AHADI,196
SELLA,506
BEZAK,324
PERERA,4242
HARBACK,107
HILLENBURG,555
MIKEAL,324
SANTOSO,447
YAMAGUCHI,2912
PETERSHAGEN,112
TEKRONY,108
POMAINVILLE,115
BUCEY,373
NORMANN,308
WOLDEYES,167
MESINA,819
LOPIAN,109
CURTISS,5500
COVILL,409
TAMASI,282
URANKAR,119
WARNACK,296
DEZAYAS,197
MOORSE,145
VANMETRE,598
ABRAJAN,406
SHINTON,128
RAUMAKER,105
NOVAJOSKY,123
DUSTMAN,558
NGIGI,125
MANICKE,126
RADUNZ,273
MILLEVILLE,233
OMPS,150
CAGNO,307
VERPLANCK,175
VANDERWEST,143
DHOM,197
HTAY,298
CAPOGNA,216
SULL,145
DIGGES,362
ALMEIDA,16760
WACKER,4530
MONGUIA,100
SULTAN,3363
NIKITENKO,155
MAWHIRTER,119
CREAVEN,125
CACCAVO,226
SCHMELTZER,760
OWAN,138
MAURIN,716
NICCOLAI,214
FETTERLY,641
PLAGGEMARS,102
BLAKESLEE,3561
WEINMAN,2040
LIMBO,382
MAHI,383
MATSKO,639
SIVIA,163
LUEBCKE,196
KEEFNER,283
CLEOFAS,121
HANCHEY,730
NOREIKA,274
FEHRS,149
BALLOS,133
SCHOHL,121
BARTLETT,43648
PESCE,2830
TACQUARD,124
SAUSEDO,663
KOSAKOWSKI,922
PISTER,227
MAIJALA,213
TRUHLAR,279
BAETZ,435
NAVOA,106
CARILLI,293
NEOPANEY,195
ALEEM,581
BEBEAU,415
SHIMAZU,266
AREA,222
DANSKY,306
MASCH,323
UMBAUGH,586
INOA,1207
DELAHOY,102
PERUCHO,184
VERROCHI,196
PURRY,210
MILO,2689
ITO,4344
WRAGE,497
ROLLEN,247
GOTTLICH,127
HEPPE,520
ZASTERA,121
MIESCH,262
ANNINOS,105
HIGLE,178
RAID,107
TJOSSEM,120
VITARELLI,281
HICKLIN,1346
TREWYN,226
BRODAHL,146
KUKLISH,109
PETTERSSON,444
FAVATA,784
DUMORNAY,264
AVELAR,7564
REMOS,119
VAIS,201
THIEMAN,1175
BRATCHER,9301
CIVITANO,182
ESCARCEGA,2363
BICALHO,123
WILLCOX,2106
MADRAMOOTOO,114
GUROVICH,119
ROTH,58278
ZINDA,720
CHAPEL,2293
ANKENMAN,239
MUCK,1808
HAENGGI,118
LARIVE,332
DANDAMUDI,162
BLICKENSDERFER,258
KINNA,196
SPERLE,478
POGATCHNIK,119
ORVIK,215
ORTERO,121
LECATES,651
BODNAR,5502
LOIBL,336
JEPPESEN,1398
OVENSHIRE,124
GUMLAW,144
HOLINSWORTH,104
HOPELY,139
BRYERTON,143
BANEGAS,3493
MURCEK,129
DEGRADO,309
DAHM,2107
INSELMANN,149
PUFPAFF,146
KREFTING,128
STILLWAGGON,148
ACHESON,2075
TEGG,109
KORTENDICK,136
SORINA,146
HAYDOCK,496
USHERWOOD,181
PRYMAK,146
AFOA,284
HELLON,119
QUAGLIATO,179
LICUANAN,101
GASCA,4854
SETTLE,8202
MOOKERJEE,123
MEESKE,185
MECKLER,482
GOPHER,185
MECKFESSEL,181
MAGALLANES,8852
LEETHAM,169
PAPAK,101
BADEJO,173
KOTTMYER,119
LIVOLSI,530
CLEGHORN,2237
TRA,490
CLOCKSIN,119
LEDERHOS,152
KOPONEN,209
COSTINE,322
MAZZOLI,387
MOKRY,520
MILARDO,409
HOSTEN,318
DRATCH,208
RATHMANNER,117
LAUTHER,122
MENNES,153
CHOBANIAN,269
DIAZLEAL,126
GREENFELD,904
HELSTOWSKI,169
GIRGENTI,518
MANS,1383
AFKHAMI,114
SCHWARTING,833
FIGERT,141
RALSTIN,359
DRAUT,173
PENSKY,116
SITU,2732
CAPDEVILLE,202
STODDARD,14317
NEPA,260
TAMULONIS,135
PARCHERT,110
IMS,140
ROKUS,171
ROUNDS,6447
GOMPERT,137
BERNADEL,296
WILTSEE,100
STROER,196
CABOT,1430
HAPPEL,1854
KIRKSEY,5654
ZWIERZYNSKI,211
DENUNZIO,626
FROM,443
REDEL,418
TRICE,8546
GLODOWSKI,882
HOFFBECK,195
SKYLAR,170
BARRERA,60998
GOLESTANI,110
AZUARA,520
LEFORCE,313
TERNEUS,156
ARORA,5043
MOHAMMEDALI,117
PETRONELLI,153
ATTALLA,388
YACKS,185
DESENSI,148
ESPELAND,473
CAMPANINI,153
LENEAU,149
FLAIL,131
GOSCINSKI,331
KINYUA,169
LAO,5897
SEABRA,170
SCHOENBERG,1764
SCHROERLUCKE,142
CERDA,17703
MORWAY,309
HOBKIRK,216
BOGGIO,784
HERSTON,282
MICHLIG,258
HERMEN,128
RUMSEY,5226
DAVES,3163
PAULRAJ,122
CARPENTAR,146
CARSTON,252
UPEGUI,190
PERSUN,188
QUINBY,788
FERRET,119
PHENG,462
HANVEY,1103
GREAGER,168
JARC,104
WILLAERT,251
BENCIVENGA,651
LUSTER,7316
KORNMEYER,145
ELSASSER,1295
HENNESSEY,8357
ROSTOMYAN,100
SOUDER,3968
DANINO,125
VENZOR,1603
BISON,297
CHAZAN,170
SOUMPHONPHAKDY,111
CORSEY,617
BRIEDEN,133
WETTELAND,195
PFUNDSTEIN,197
PALECEK,601
SANABRIA,9026
NORRBOM,142
SOFIANOS,102
BERKES,414
LEFFALL,345
JERNBERG,480
VALLERGA,189
SARDIN,236
TUTELA,139
MESSING,2530
DOEPKE,405
WEELBORG,102
KOPASZ,168
CISSEL,257
MERRELL,8809
LAUGHINGHOUSE,380
GERETY,647
SEIDA,123
DROWNS,239
BABINCHAK,151
KEUTER,135
MAGARIN,323
MCGURR,107
SEGERMAN,101
ILYES,107
CHROMY,358
AUSTEN,789
FERGEN,282
CROSLAND,1195
VANHOORN,152
CHARGING,106
SABIC,515
REICHHOFF,128
KINMON,151
BENEDICT,17036
SARDEN,179
LOSI,298
DABA,141
KARE,161
URQUIZO,833
FITZGIBBONS,2221
MCELMAN,115
GASIK,109
SUTHARD,381
TEAL,8937
GECEWICZ,144
MAZZUCHELLI,103
TESLUK,137
JAKUBOVIC,104
SZYMCZAK,1593
RIEHN,206
ACOLATSE,137
AUDA,100
VALLURI,246
BLATTNER,1371
MIGNANO,615
TRIESCHMANN,145
REINECCIUS,151
SKAY,191
PFLUGHOEFT,216
FREIHOFER,192
HODNETT,2613
ULSCHMID,116
ROSENBLAD,168
ZRUST,142
MERLAU,177
PATINO,21113
PRATLEY,199
ECKERMAN,718
MANZON,296
POTGIETER,117
KOA,200
SOBO,172
DALLOS,140
MOSON,100
PARUNGAO,376
MITIC,152
DETTREY,153
